MeSH_Compound:D013015	-drug_participates_in_pathway->	Reactome_Pathway:R-HSA-390696
Entrez:10454	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P0CG47	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O94966	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:90865	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O15151	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8237	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:9736	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:219333	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P62195	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8346	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:728393	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:A5LHX3	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9Y256	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:4303	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q99460	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9BYX4	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q96KK5	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:143471	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P62979	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P06746	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:3012	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O15265	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-6781922	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9HAU4	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:4194	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8724	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-870479	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O14964	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P49721	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P21796	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q86TJ2	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P43686	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O60493	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:7417	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:91833	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P48556	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P25963	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5716	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:93624	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:D6R901	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q99436	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P60896	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:4087	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O15169	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:6885	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5701	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q96QV6	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:7314	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:57695	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q8TBZ3	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q13309	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:10213	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:25862	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q96A08	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8678	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5689973	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9H0E7	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5696564	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:64135	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:4089	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8313	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q96K76	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5684	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:7375	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q8IXI2	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9Y2K6	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q969V5	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P20671	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P45974	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O43255	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:84132	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P23527	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q8TEY7	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:A8MUK1	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P78396	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P60900	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q93079	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:645836	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:9868	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8336	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P28070	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:255626	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5689	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:D6RA61	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:23032	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-6782106	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:D6RBQ6	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P32121	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5697009	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:79589	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9Y4E8	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:330	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-6782628	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:9099	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8347	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P62987	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q70CQ2	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P55036	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:9100	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5690152	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5686	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:11274	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:377630	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:1540	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:7157	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:10869	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9Y5T5	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9H7L9	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:728379	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9UK80	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5698	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:3018	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5689539	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8330	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P0C7I0	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-6782820	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5695	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O14818	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:4086	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:10254	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:409	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q8TAF3	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:23770	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q92890	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:3091	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:645402	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:23198	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8737	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P36897	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:51651	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5696947	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O75528	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P0C0S8	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:64426	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9H9J4	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:55288	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5690159	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:79594	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-870437	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P28072	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:6314	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5689950	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:2648	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5702	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9HAW4	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-3640872	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P40306	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:7311	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8658	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P51784	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5696534	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9Y4A5	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-6781797	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8607	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q92995	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:C9JJH3	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O43318	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5705	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9Y277	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q99877	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:23326	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:83844	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5717	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:3416	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P0CG48	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P20248	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q14694	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:728400	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:63967	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:3013	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P60484	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:728419	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:85235	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8517	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:7189	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O43242	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:6881	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q6R6M4	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q6FI13	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q5QNW6	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:85236	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-6783177	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P28062	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:D6R9N7	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5706	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5696600	-involved_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P14735	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:P33778	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:8342	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5694	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5709	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q70CQ1	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:5688	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q70CQ3	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:O75604	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9HBM6	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q13489	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q93008	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
UniProt:Q9Y3E5	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Reactome_Reaction:R-HSA-5696960	-involved_in->	Reactome_Pathway:R-HSA-5689880
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-5689880
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-9705671
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-1169408
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-5689896
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-9692916
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-918233
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-933541
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-933543
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-8983711
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-933542
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-936440
Entrez:23586	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:6233	-may_participate_in->	Reactome_Pathway:R-HSA-168928
UniProt:Q14653	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Reactome_Reaction:R-HSA-9709842	-involved_in->	Reactome_Pathway:R-HSA-168928
UniProt:Q9UHD2	-may_participate_in->	Reactome_Pathway:R-HSA-168928
UniProt:P62979	-may_participate_in->	Reactome_Pathway:R-HSA-168928
UniProt:O95786	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:64135	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:89122	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:43740575	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Reactome_Reaction:R-HSA-168935	-involved_in->	Reactome_Pathway:R-HSA-168928
Entrez:7311	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:51191	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Reactome_Reaction:R-HSA-913725	-involved_in->	Reactome_Pathway:R-HSA-168928
Entrez:84166	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:3661	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:29110	-may_participate_in->	Reactome_Pathway:R-HSA-168928
UniProt:P07900	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Reactome_Reaction:R-HSA-918224	-involved_in->	Reactome_Pathway:R-HSA-168928
Entrez:9868	-may_participate_in->	Reactome_Pathway:R-HSA-168928
UniProt:P05161	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:9636	-may_participate_in->	Reactome_Pathway:R-HSA-168928
UniProt:O14933	-may_participate_in->	Reactome_Pathway:R-HSA-168928
UniProt:Q86UT6	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:3320	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Entrez:57506	-may_participate_in->	Reactome_Pathway:R-HSA-168928
UniProt:Q9UII4	-may_participate_in->	Reactome_Pathway:R-HSA-168928
Reactome_Reaction:R-HSA-9709852	-involved_in->	Reactome_Pathway:R-HSA-168928
Reactome_Reaction:R-HSA-9709831	-involved_in->	Reactome_Pathway:R-HSA-168928
Reactome_Reaction:R-HSA-168909	-involved_in->	Reactome_Pathway:R-HSA-168928
Reactome_Reaction:R-HSA-168140	-involved_in->	Reactome_Pathway:R-HSA-933542
Reactome_Reaction:R-HSA-168166	-involved_in->	Reactome_Pathway:R-HSA-933542
Reactome_Reaction:R-HSA-933528	-involved_in->	Reactome_Pathway:R-HSA-933542
Reactome_Reaction:R-HSA-933530	-involved_in->	Reactome_Pathway:R-HSA-933542
UniProt:P07437	enables	molecular_function:0005525
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0005515
UniProt:P07437	enables	molecular_function:0003924
UniProt:P07437	involved_in	biological_process:0051225
UniProt:P07437	enables	molecular_function:0032794
UniProt:P07437	enables	molecular_function:0005198
UniProt:P07437	involved_in	biological_process:0042267
UniProt:P07437	involved_in	biological_process:0050807
UniProt:P07437	acts_upstream_of_or_within	biological_process:0071895
UniProt:P07437	enables	molecular_function:0044877
UniProt:P07437	involved_in	biological_process:0030705
UniProt:P07437	involved_in	biological_process:0000226
UniProt:P07437	involved_in	biological_process:0051301
UniProt:P07437	enables	molecular_function:0042288
UniProt:P07437	enables	molecular_function:0031625
UniProt:P07437	part_of	cellular_component:0032991
UniProt:P07437	enables	molecular_function:0005200
UniProt:P07437	involved_in	biological_process:0007017
UniProt:P07437	involved_in	biological_process:0000278
UniProt:P07437	enables	molecular_function:0019904
UniProt:Q9BW19	involved_in	biological_process:0090307
UniProt:Q9BW19	involved_in	biological_process:0090307
UniProt:Q9BW19	involved_in	biological_process:0007080
UniProt:Q9BW19	part_of	cellular_component:0005871
UniProt:Q9BW19	involved_in	biological_process:0007018
UniProt:Q9BW19	enables	molecular_function:0016887
UniProt:Q9BW19	enables	molecular_function:0003777
UniProt:Q9BW19	enables	molecular_function:0003777
UniProt:Q9BW19	enables	molecular_function:0005524
UniProt:Q9BW19	involved_in	biological_process:0000070
UniProt:Q9BW19	involved_in	biological_process:0051301
UniProt:Q9BW19	enables	molecular_function:0008017
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005515
UniProt:Q9H0H5	enables	molecular_function:0005096
UniProt:Q9H0H5	enables	molecular_function:0005096
UniProt:Q9H0H5	enables	molecular_function:0005096
UniProt:Q9H0H5	enables	molecular_function:0005096
UniProt:Q9H0H5	enables	molecular_function:0005096
UniProt:Q9H0H5	involved_in	biological_process:0000281
UniProt:Q9H0H5	involved_in	biological_process:0000281
UniProt:Q9H0H5	involved_in	biological_process:0000281
UniProt:Q9H0H5	involved_in	biological_process:0000281
UniProt:Q9H0H5	involved_in	biological_process:0000281
UniProt:Q9H0H5	involved_in	biological_process:0050790
UniProt:Q9H0H5	involved_in	biological_process:0032467
UniProt:Q9H0H5	involved_in	biological_process:0032467
UniProt:Q9H0H5	involved_in	biological_process:0032467
UniProt:Q9H0H5	part_of	cellular_component:0097149
UniProt:Q9H0H5	part_of	cellular_component:0097149
UniProt:Q9H0H5	part_of	cellular_component:0097149
UniProt:Q9H0H5	involved_in	biological_process:0007405
UniProt:Q9H0H5	enables	molecular_function:0043014
UniProt:Q9H0H5	involved_in	biological_process:0051988
UniProt:Q9H0H5	enables	molecular_function:0046872
UniProt:Q9H0H5	enables	molecular_function:0005547
UniProt:Q9H0H5	involved_in	biological_process:0051256
UniProt:Q9H0H5	involved_in	biological_process:0051256
UniProt:Q9H0H5	involved_in	biological_process:0007283
UniProt:Q9H0H5	enables	molecular_function:0008017
UniProt:Q9H0H5	enables	molecular_function:0019901
UniProt:Q9H0H5	involved_in	biological_process:0045995
UniProt:Q9H0H5	involved_in	biological_process:0000915
UniProt:Q9H0H5	involved_in	biological_process:0008272
UniProt:Q9H0H5	enables	molecular_function:0043015
UniProt:Q9H0H5	involved_in	biological_process:0007266
UniProt:Q9H0H5	involved_in	biological_process:0051056
UniProt:Q9H0H5	enables	molecular_function:0048487
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	enables	molecular_function:0004674
UniProt:P53350	involved_in	biological_process:0016567
UniProt:P53350	involved_in	biological_process:0051081
UniProt:P53350	involved_in	biological_process:0007077
UniProt:P53350	involved_in	biological_process:0006468
UniProt:P53350	involved_in	biological_process:0006468
UniProt:P53350	involved_in	biological_process:0006468
UniProt:P53350	involved_in	biological_process:0006468
UniProt:P53350	involved_in	biological_process:0006468
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
UniProt:P53350	enables	molecular_function:0005515
